0,88.76706103328476,N,26.263701031570747,E
2,88.77089768080022,N,26.26539837420052,E
4,88.7750134933023,N,26.267868043306777,E
7,88.77735741554643,N,26.272206301283553,E
15,88.77583189257231,N,26.275600435233674,E
20,88.77167681372065,N,26.2782480877953,E
29,88.76776090053734,N,26.280271427594965,E
36,88.76477272655131,N,26.283882558973396,E
41,88.76975303882224,N,26.28612859836243,E
45,88.77418816608225,N,26.287157170017142,E
53,88.77707237427279,N,26.290837838973818,E
62,88.78057223228225,N,26.29335984650547,E
67,88.77744227351425,N,26.28878810169395,E
74,88.77396861398651,N,26.283918573271297,E
81,88.77295728430373,N,26.282509964801235,E
88,88.77036963312499,N,26.27908148772793,E
92,88.77300145817492,N,26.283634304888782,E
94,88.77527579533299,N,26.284846540206434,E
100,88.77822338356759,N,26.289836210664923,E
105,88.77970143941175,N,26.291365880371977,E
110,88.77858568962729,N,26.292469536659492,E
119,88.77646627744838,N,26.29489799964212,E
125,88.77151810129901,N,26.297959741786723,E
127,88.76829336402726,N,26.293030077380397,E
135,88.77037511351752,N,26.289691068010928,E
137,88.77469658288628,N,26.288280746455072,E
141,88.77725871414704,N,26.286900170137518,E
149,88.77900519475698,N,26.285609153979482,E
153,88.78385315605577,N,26.286805151491198,E
157,88.78170460914656,N,26.29069576186318,E
165,88.77790826861133,N,26.294120907769152,E
174,88.7750595672534,N,26.298118946950872,E
182,88.77029551177058,N,26.295448267850464,E
191,88.7728863169544,N,26.292905737417325,E
194,88.77616463948131,N,26.291800317674944,E
199,88.77731946858715,N,26.290640374813226,E
205,88.78209585676184,N,26.291922325936795,E
209,88.7794289079101,N,26.296853858998347,E
217,88.77665108342595,N,26.298205720847516,E
225,88.7742793648727,N,26.301175708157082,E
234,88.77047849844588,N,26.303391122458052,E
236,88.76800129623699,N,26.308006768719654,E
242,88.77006764788297,N,26.312858030983534,E
244,88.77385611727054,N,26.311808041012434,E
249,88.77699686938865,N,26.306926861761756,E
255,88.77846641127472,N,26.304541723710532,E
258,88.77724905759246,N,26.30202527394624,E
261,88.77282944670691,N,26.306996457733202,E
264,88.76995054378528,N,26.309943294302848,E
268,88.76653575064061,N,26.311357340640114,E
270,88.76427257159648,N,26.31582125273655,E
277,88.76801197195581,N,26.31358152899359,E
282,88.7695333302135,N,26.31180578685247,E
290,88.7729032157851,N,26.307491183135088,E
298,88.77687753505889,N,26.30267911512544,E
303,88.78057024196923,N,26.307527736740763,E
305,88.7786667737144,N,26.312441553308904,E
314,88.77440243759693,N,26.315789732331677,E
320,88.77108566278923,N,26.317265251069255,E
322,88.76828184236551,N,26.314174442231078,E
331,88.77203863901563,N,26.31127017731689,E
335,88.77434242269871,N,26.30754829734338,E
338,88.7788759915128,N,26.303841912075015,E
340,88.78095203259929,N,26.308338177722128,E
344,88.78368923182387,N,26.31031352101138,E
346,88.78835501195178,N,26.314456819530573,E
349,88.79234416225613,N,26.316537787450788,E
356,88.7905897225302,N,26.31770895331984,E
363,88.78873824312373,N,26.31923231092553,E
371,88.78528562036948,N,26.32054861924183,E
377,88.78308352447155,N,26.324602160304696,E
381,88.78426586148055,N,26.327769891260523,E
386,88.78857481404381,N,26.33017542456297,E
395,88.79220870245084,N,26.335132559872893,E
398,88.79615268805746,N,26.332253985255726,E
400,88.7981314010026,N,26.327613893432304,E
408,88.7934842638914,N,26.326460731654198,E
416,88.79041607406727,N,26.323196870075645,E
419,88.78587117554002,N,26.320687097276625,E
425,88.78236103535387,N,26.325304571656513,E
427,88.78469393885283,N,26.329549942642497,E
433,88.78732064996257,N,26.331006549591677,E
437,88.79123042854377,N,26.333561933206767,E
442,88.79430689879543,N,26.336372410681772,E
444,88.79646999993204,N,26.340232726986823,E
452,88.79424874178899,N,26.34393493626672,E
454,88.79089783140383,N,26.342080329633717,E
458,88.78941742759935,N,26.339956546368395,E
462,88.78616903881012,N,26.336968032765846,E
471,88.78230062070512,N,26.335899015592965,E
478,88.78511146093402,N,26.33906990867214,E
485,88.78927672296984,N,26.342702672429972,E
491,88.79390954848805,N,26.347124841366032,E
493,88.79825977994088,N,26.34818196546378,E
496,88.79563646895305,N,26.344748876239173,E
503,88.79260655533419,N,26.342572739121252,E
512,88.78986214303075,N,26.33765234049142,E
516,88.78879431470342,N,26.333932074820087,E
521,88.79368210208234,N,26.338858059643456,E
528,88.79477382058532,N,26.34263890436173,E
533,88.7976270359877,N,26.34582689059624,E
540,88.79951548016956,N,26.350739119969205,E
547,88.8028556148467,N,26.34591644398617,E
551,88.80481419775904,N,26.344791745034296,E
560,88.80980269526108,N,26.34245728433444,E
568,88.80773546029006,N,26.33880034267166,E
576,88.80382466492642,N,26.34099435950632,E
584,88.79901893831808,N,26.344818391900848,E
586,88.7949021485563,N,26.34635636995744,E
593,88.79152624400885,N,26.348351516653974,E
598,88.78835677246369,N,26.34944237306586,E
606,88.79061061452893,N,26.34568769382732,E
615,88.7925729070271,N,26.341395359793044,E
621,88.79653515088818,N,26.338404945124573,E
630,88.79945448513661,N,26.335274527510332,E
632,88.79671220994601,N,26.33834434469653,E
637,88.79214442866194,N,26.34294913245488,E
643,88.7875179999218,N,26.34699472869372,E
652,88.78549380065951,N,26.350263915993196,E
660,88.78825803197476,N,26.346286800601654,E
663,88.7932558007277,N,26.34411129935482,E
668,88.79469103135717,N,26.342064789940007,E
676,88.79806735208284,N,26.33843463155842,E
682,88.79444214094063,N,26.33726509501163,E
689,88.79320370629128,N,26.333281451663055,E
696,88.78846747726833,N,26.330202905033442,E
701,88.7850158179785,N,26.32865294932862,E
705,88.7895219539725,N,26.325093869781536,E
711,88.79344234040398,N,26.32892149713542,E
718,88.79574152717535,N,26.33376423627834,E
726,88.79715312926048,N,26.335418818835045,E
730,88.79993394199929,N,26.336820250866207,E
732,88.79702117532013,N,26.341720686240127,E
737,88.79343841522945,N,26.346687364473507,E
741,88.79013899344558,N,26.350737303999153,E
745,88.78889969682507,N,26.348008050833716,E
747,88.78594173410328,N,26.346585425221217,E
756,88.78203945418117,N,26.34407908655905,E
760,88.77869529571858,N,26.341196837878847,E
762,88.77991787289734,N,26.337096381652987,E
769,88.78475833615364,N,26.339333292425234,E
774,88.7879798872598,N,26.340807833334903,E
781,88.78948703916527,N,26.345625739590712,E
786,88.78473411598893,N,26.349802364202457,E
788,88.78351471680577,N,26.35379129179714,E
796,88.7797724534772,N,26.357635473643068,E
804,88.77712968594825,N,26.35513734929211,E
812,88.77365192289605,N,26.35165693883477,E
815,88.7783867192109,N,26.347187917262907,E
817,88.77968579367594,N,26.344021403152027,E
823,88.78297475505337,N,26.341544958967283,E
832,88.7850850017472,N,26.345971686592865,E
841,88.7820039887045,N,26.34831482501449,E
844,88.78028480707073,N,26.3530215799553,E
851,88.77641116010169,N,26.357436907428625,E
853,88.77472449133873,N,26.36095390008238,E
858,88.77810678437292,N,26.356868709715926,E
864,88.78035608826241,N,26.355776875891234,E
868,88.78503953826517,N,26.351881487177764,E
875,88.78671406298508,N,26.34988810838514,E
882,88.78775947985929,N,26.352220527361084,E
890,88.78477220730396,N,26.355399283472593,E
892,88.7808022468404,N,26.357412414068815,E
899,88.77949636030012,N,26.362250790475137,E
906,88.7775387411262,N,26.366380692235158,E
908,88.77549371891494,N,26.36326647742755,E
