0,500.0
3,499.95621234594535
10,499.9145900742294
12,499.86662126602016
20,499.82065822291185
29,499.77876343736415
35,499.73376174638787
40,499.6930469065595
45,499.6451764643738
47,499.60461704741556
53,499.5587267169951
56,499.5135529678874
62,499.4650992332417
68,499.42206859825745
71,499.3772076914319
78,499.3357437554215
82,499.2913329554218
89,499.24486932691156
98,499.20055610125013
107,499.153383681478
110,499.10563066959685
114,499.0643360159951
121,499.01653437347954
125,498.9682305268678
131,498.9247592410227
137,498.88262297384284
142,498.8335597728319
146,498.78819668395096
152,498.74448004208233
155,498.70154579855904
164,498.6539113632887
169,498.6100581856433
178,498.5614047905487
185,498.51929253460617
193,498.47796068212836
196,498.4337423569856
198,498.39135536227843
205,498.3446455061943
212,498.3001535921646
217,498.25145736245474
219,498.20373127518815
228,498.1539873430464
235,498.11054575376414
243,498.07043381467344
251,498.0254691658486
258,497.98240635583403
263,497.93789160783166
271,497.89362827952715
274,497.84746440619443
277,497.806061051439
285,497.76261008851253
294,497.7175096215544
301,497.6687921695158
306,497.61978067221935
311,497.57956699106336
318,497.53682564413356
322,497.4905413257866
328,497.4489703985629
330,497.4007305116571
333,497.356913668933
335,497.3121137907003
338,497.26606639328855
342,497.21749361084585
347,497.17500415372785
354,497.1256000702812
356,497.08173998856773
362,497.0367241413911
368,496.98922108257074
372,496.9489511108792
377,496.90173276402265
381,496.85397490493693
385,496.8089518710142
394,496.767111029511
399,496.71719849891633
404,496.6698737124606
406,496.6288584632661
409,496.58026533740644
412,496.5333253292154
418,496.4890450117082
425,496.44089097547504
428,496.39220687474403
431,496.34378601017323
436,496.2938055971567
442,496.24742682946055
447,496.2028154361778
455,496.1599479183448
463,496.11930733991244
465,496.0699682752159
470,496.0279271025952
479,495.98763206952316
484,495.9397887919763
488,495.89963631069526
493,495.85330233050536
500,495.8099145374413
502,495.7610780517038
511,495.7173913458639
514,495.6744561183865
516,495.63126960131376
525,495.5851835772071
530,495.54370294317204
535,495.4967339126468
539,495.4497749124114
545,495.4021039421915
547,495.35969030009625
553,495.31149972103975
557,495.26228095740987
564,495.2178071451184
573,495.17453986646575
581,495.1281711092197
587,495.08754390377834
596,495.0460143377458
600,494.99619992265383
606,494.9507138762205
610,494.9068691556003
615,494.8616001783144
618,494.8211977640757
621,494.77969833310016
629,494.73510710024425
634,494.6898849022006
637,494.64986229175275
646,494.6085718457143
653,494.5673097703264
657,494.5236731930097
664,494.4772725828589
668,494.4365978901486
671,494.3889326019873
678,494.3453376115556
686,494.29634598555157
689,494.248731024307
696,494.2059669615701
698,494.165084407913
703,494.1219023747851
711,494.07579726788407
714,494.0308923649805
719,493.9849756896373
727,493.9427646147597
736,493.8983392617208
738,493.84955077940776
744,493.8050519705319
753,493.75701953079056
755,493.713200706802
762,493.6696854229924
765,493.6261549175525
772,493.58145464817306
778,493.5363019825492
786,493.49305216435425
790,493.4482325815193
797,493.40120974697766
805,493.3520120673595
813,493.3055599053431
817,493.26062350062296
823,493.21384038643896
825,493.17081609245287
834,493.12081695986933
839,493.07470586911654
845,493.0293547357978
853,492.98910473165756
858,492.9442509803137
866,492.89892155770127
868,492.85187241926747
872,492.8059644429453
874,492.76001078261413
883,492.71988932507236
889,492.67770200802704
896,492.6283961353442
905,492.5877876922444
912,492.5401183168659
918,492.4973750399351
924,492.45035555801263
928,492.4067827532633
934,492.3642721833348
939,492.32361198841204
941,492.2765395060835
944,492.2275731255124
950,492.177980225951
956,492.13037781715553
963,492.08218735035246
969,492.03525785844175
973,491.98809832237146
980,491.94548027911844
987,491.90455349125403
991,491.85640942341144
998,491.8115064636932
1000,491.7636369162652
1005,491.7222107439197
1009,491.68157512539494
1012,491.64144809516444
1021,491.59872107449536
1025,491.55677158558257
1029,491.5084218948861
1031,491.45843970945657
